prison_name,baseline_cna,in_use_cna,operational_capacity,population,perc_pop_to_used_cna,perc_acc_available,date,source
Nottingham,723,723,1060,935,1.29,1.0,2012-12-28,prison-population-monthly-dec2012.txt
Oakwood,1444,1365,1365,1214,0.89,0.95,2012-12-28,prison-population-monthly-dec2012.txt
Onley,742,682,682,674,0.99,0.92,2012-12-28,prison-population-monthly-dec2012.txt
Parc,1170,1170,1474,1429,1.22,1.0,2012-12-28,prison-population-monthly-dec2012.txt
Pentonville,915,915,1310,1174,1.28,1.0,2012-12-28,prison-population-monthly-dec2012.txt
Peterborough (Male & Female),840,827,960,804,0.97,0.98,2012-12-28,prison-population-monthly-dec2012.txt
Portland,464,464,530,471,1.02,1.0,2012-12-28,prison-population-monthly-dec2012.txt
Preston,456,456,843,682,1.5,1.0,2012-12-28,prison-population-monthly-dec2012.txt
Ranby,893,892,1098,1039,1.16,1.0,2012-12-28,prison-population-monthly-dec2012.txt
Reading,190,190,320,199,1.05,1.0,2012-12-28,prison-population-monthly-dec2012.txt
Risley,1050,1050,1095,1060,1.01,1.0,2012-12-28,prison-population-monthly-dec2012.txt
Rochester,756,658,658,639,0.97,0.87,2012-12-28,prison-population-monthly-dec2012.txt
Rye Hill,600,600,625,624,1.04,1.0,2012-12-28,prison-population-monthly-dec2012.txt
Send,282,281,281,267,0.95,1.0,2012-12-28,prison-population-monthly-dec2012.txt
Shepton Mallet,165,165,189,181,1.1,1.0,2012-12-28,prison-population-monthly-dec2012.txt
Shrewsbury,182,170,340,311,1.83,0.93,2012-12-28,prison-population-monthly-dec2012.txt
Stafford,741,741,741,725,0.98,1.0,2012-12-28,prison-population-monthly-dec2012.txt
Standford Hill (Sheppey),464,464,464,453,0.98,1.0,2012-12-28,prison-population-monthly-dec2012.txt
Stocken,811,811,843,808,1.0,1.0,2012-12-28,prison-population-monthly-dec2012.txt
Stoke Heath,650,650,766,625,0.96,1.0,2012-12-28,prison-population-monthly-dec2012.txt
Styal,459,450,459,412,0.92,0.98,2012-12-28,prison-population-monthly-dec2012.txt
Sudbury,581,581,581,570,0.98,1.0,2012-12-28,prison-population-monthly-dec2012.txt
Swaleside (Sheppey),1112,1112,1112,1080,0.97,1.0,2012-12-28,prison-population-monthly-dec2012.txt
Swansea,248,240,435,406,1.69,0.97,2012-12-28,prison-population-monthly-dec2012.txt
Swinfen Hall,604,604,654,606,1.0,1.0,2012-12-28,prison-population-monthly-dec2012.txt
Thameside,600,600,900,804,1.34,1.0,2012-12-28,prison-population-monthly-dec2012.txt
Thorn Cross,322,322,321,273,0.85,1.0,2012-12-28,prison-population-monthly-dec2012.txt
Usk / Prescoed,378,378,503,482,1.28,1.0,2012-12-28,prison-population-monthly-dec2012.txt
Verne,572,572,607,567,0.99,1.0,2012-12-28,prison-population-monthly-dec2012.txt
Wakefield,751,749,749,740,0.99,1.0,2012-12-28,prison-population-monthly-dec2012.txt
Wandsworth,1101,730,1284,1134,1.55,0.66,2012-12-28,prison-population-monthly-dec2012.txt
Warren Hill,244,192,192,121,0.63,0.79,2012-12-28,prison-population-monthly-dec2012.txt
Wayland,958,957,1016,989,1.03,1.0,2012-12-28,prison-population-monthly-dec2012.txt
Wealstun,810,810,832,744,0.92,1.0,2012-12-28,prison-population-monthly-dec2012.txt
Werrington,160,160,160,119,0.74,1.0,2012-12-28,prison-population-monthly-dec2012.txt
Wetherby,396,388,388,246,0.63,0.98,2012-12-28,prison-population-monthly-dec2012.txt
Whatton,779,769,841,837,1.09,0.99,2012-12-28,prison-population-monthly-dec2012.txt
Whitemoor,473,458,458,452,0.99,0.97,2012-12-28,prison-population-monthly-dec2012.txt
Winchester,499,499,706,602,1.21,1.0,2012-12-28,prison-population-monthly-dec2012.txt
Wolds,320,300,360,346,1.15,0.94,2012-12-28,prison-population-monthly-dec2012.txt
Woodhill,661,656,819,752,1.15,0.99,2012-12-28,prison-population-monthly-dec2012.txt
Wormwood Scrubs,1171,1170,1279,1171,1.0,1.0,2012-12-28,prison-population-monthly-dec2012.txt
Wymott,1102,1102,1176,1149,1.04,1.0,2012-12-28,prison-population-monthly-dec2012.txt
Sub total,80206,78716,91574,83205,1.06,0.98,2012-12-28,prison-population-monthly-dec2012.txt
Dover (IRC),316,316,316,204,0.65,1.0,2012-12-28,prison-population-monthly-dec2012.txt
Haslar (IRC),160,160,160,129,0.81,1.0,2012-12-28,prison-population-monthly-dec2012.txt
Morton Hall (IRC),392,392,392,371,0.95,1.0,2012-12-28,prison-population-monthly-dec2012.txt
Sub total,868,868,868,704,0.81,1.0,2012-12-28,prison-population-monthly-dec2012.txt
Total,81074,79584,90442,83909,1.05,0.98,2012-12-28,prison-population-monthly-dec2012.txt
Altcourse,794,794,1204,1173,1.48,1.0,2011-12-30,prison-population-monthly-December-11.txt
Ashfield,407,407,383,347,0.85,1.0,2011-12-30,prison-population-monthly-December-11.txt
Askham Grange,150,126,128,120,0.95,0.84,2011-12-30,prison-population-monthly-December-11.txt
Aylesbury,436,424,444,429,1.01,0.97,2011-12-30,prison-population-monthly-December-11.txt
Bedford,322,322,506,465,1.44,1.0,2011-12-30,prison-population-monthly-December-11.txt
Belmarsh,800,800,957,893,1.12,1.0,2011-12-30,prison-population-monthly-December-11.txt
Birmingham,1112,1093,1450,1425,1.3,0.98,2011-12-30,prison-population-monthly-December-11.txt
Blantyre House,122,122,122,119,0.98,1.0,2011-12-30,prison-population-monthly-December-11.txt
Blundeston,481,409,448,447,1.09,0.85,2011-12-30,prison-population-monthly-December-11.txt
Brinsford,545,545,577,537,0.99,1.0,2011-12-30,prison-population-monthly-December-11.txt
Bristol,427,427,648,595,1.39,1.0,2011-12-30,prison-population-monthly-December-11.txt
Brixton,530,500,768,627,1.25,0.94,2011-12-30,prison-population-monthly-December-11.txt
Bronzefield,527,527,527,471,0.89,1.0,2011-12-30,prison-population-monthly-December-11.txt
Buckley Hall,410,410,445,442,1.08,1.0,2011-12-30,prison-population-monthly-December-11.txt
Bullingdon,879,879,1114,1081,1.23,1.0,2011-12-30,prison-population-monthly-December-11.txt
Bullwood Hall,220,220,241,239,1.09,1.0,2011-12-30,prison-population-monthly-December-11.txt
Bure,503,503,523,520,1.03,1.0,2011-12-30,prison-population-monthly-December-11.txt
Canterbury,195,195,314,304,1.56,1.0,2011-12-30,prison-population-monthly-December-11.txt
Cardiff,554,539,814,812,1.51,0.97,2011-12-30,prison-population-monthly-December-11.txt
Channings Wood,698,698,751,746,1.07,1.0,2011-12-30,prison-population-monthly-December-11.txt
Chelmsford,554,554,752,678,1.22,1.0,2011-12-30,prison-population-monthly-December-11.txt
Coldingley,494,494,513,512,1.04,1.0,2011-12-30,prison-population-monthly-December-11.txt
Cookham Wood,143,143,143,122,0.85,1.0,2011-12-30,prison-population-monthly-December-11.txt
Dartmoor,641,635,652,637,1.0,0.99,2011-12-30,prison-population-monthly-December-11.txt
Deerbolt,513,513,513,472,0.92,1.0,2011-12-30,prison-population-monthly-December-11.txt
Doncaster,713,713,1145,1111,1.56,1.0,2011-12-30,prison-population-monthly-December-11.txt
Dorchester,210,146,266,225,1.54,0.7,2011-12-30,prison-population-monthly-December-11.txt
Dovegate,1064,1060,1135,1106,1.04,1.0,2011-12-30,prison-population-monthly-December-11.txt
Downview,359,339,357,291,0.86,0.94,2011-12-30,prison-population-monthly-December-11.txt
Drake Hall,315,315,315,291,0.92,1.0,2011-12-30,prison-population-monthly-December-11.txt
Durham,606,606,1017,911,1.5,1.0,2011-12-30,prison-population-monthly-December-11.txt
East Sutton Park,98,98,100,89,0.91,1.0,2011-12-30,prison-population-monthly-December-11.txt
Eastwood Park,333,333,363,302,0.91,1.0,2011-12-30,prison-population-monthly-December-11.txt
Elmley (Sheppey),943,943,1252,1196,1.27,1.0,2011-12-30,prison-population-monthly-December-11.txt
Erlestoke,494,494,494,490,0.99,1.0,2011-12-30,prison-population-monthly-December-11.txt
Everthorpe,603,603,689,671,1.11,1.0,2011-12-30,prison-population-monthly-December-11.txt
Exeter,322,316,550,513,1.62,0.98,2011-12-30,prison-population-monthly-December-11.txt
Featherstone,671,671,687,681,1.01,1.0,2011-12-30,prison-population-monthly-December-11.txt
Feltham,762,762,762,694,0.91,1.0,2011-12-30,prison-population-monthly-December-11.txt
Ford,521,521,521,514,0.99,1.0,2011-12-30,prison-population-monthly-December-11.txt
Forest Bank,1100,1100,1364,1318,1.2,1.0,2011-12-30,prison-population-monthly-December-11.txt
Foston Hall,290,290,310,286,0.99,1.0,2011-12-30,prison-population-monthly-December-11.txt
Frankland,859,844,844,815,0.97,0.98,2011-12-30,prison-population-monthly-December-11.txt
Full Sutton,604,596,608,604,1.01,0.99,2011-12-30,prison-population-monthly-December-11.txt
Garth,811,811,846,840,1.04,1.0,2011-12-30,prison-population-monthly-December-11.txt
Gartree,677,677,677,676,1.0,1.0,2011-12-30,prison-population-monthly-December-11.txt
Glen Parva,649,649,808,740,1.14,1.0,2011-12-30,prison-population-monthly-December-11.txt
Gloucester,221,213,321,297,1.39,0.96,2011-12-30,prison-population-monthly-December-11.txt
Grendon,251,238,238,222,0.93,0.95,2011-12-30,prison-population-monthly-December-11.txt
Guys Marsh,520,452,509,497,1.1,0.87,2011-12-30,prison-population-monthly-December-11.txt
Hatfield,260,260,266,250,0.96,1.0,2011-12-30,prison-population-monthly-December-11.txt
Haverigg,622,622,644,631,1.01,1.0,2011-12-30,prison-population-monthly-December-11.txt
Hewell,1173,1003,1261,1205,1.2,0.86,2011-12-30,prison-population-monthly-December-11.txt
High Down,999,999,1103,1061,1.06,1.0,2011-12-30,prison-population-monthly-December-11.txt
Highpoint (North and South),1299,1297,1335,1323,1.02,1.0,2011-12-30,prison-population-monthly-December-11.txt
Hindley,506,506,506,312,0.62,1.0,2011-12-30,prison-population-monthly-December-11.txt
Hollesley Bay,365,365,365,363,0.99,1.0,2011-12-30,prison-population-monthly-December-11.txt
Holloway,540,533,591,536,1.01,0.99,2011-12-30,prison-population-monthly-December-11.txt
Holme House,1034,1034,1212,1143,1.11,1.0,2011-12-30,prison-population-monthly-December-11.txt
Hull,723,723,1044,979,1.35,1.0,2011-12-30,prison-population-monthly-December-11.txt
Huntercombe,370,430,430,417,0.97,1.16,2011-12-30,prison-population-monthly-December-11.txt
Isis,478,478,622,599,1.25,1.0,2011-12-30,prison-population-monthly-December-11.txt
Isle of Wight,1578,1550,1698,1666,1.07,0.98,2011-12-30,prison-population-monthly-December-11.txt
Kennet,175,175,342,339,1.94,1.0,2011-12-30,prison-population-monthly-December-11.txt
Kingston,199,199,199,199,1.0,1.0,2011-12-30,prison-population-monthly-December-11.txt
Kirkham,632,632,630,617,0.98,1.0,2011-12-30,prison-population-monthly-December-11.txt
Kirklevington Grange,283,283,283,274,0.97,1.0,2011-12-30,prison-population-monthly-December-11.txt
Lancaster Farms,480,480,530,498,1.04,1.0,2011-12-30,prison-population-monthly-December-11.txt
Leeds,829,792,1120,1067,1.35,0.96,2011-12-30,prison-population-monthly-December-11.txt
Leicester,210,210,398,353,1.68,1.0,2011-12-30,prison-population-monthly-December-11.txt
Lewes,624,616,742,638,1.04,0.99,2011-12-30,prison-population-monthly-December-11.txt
Leyhill,523,523,523,492,0.94,1.0,2011-12-30,prison-population-monthly-December-11.txt
Lincoln,419,427,729,676,1.58,1.02,2011-12-30,prison-population-monthly-December-11.txt
Lindholme,930,914,994,984,1.08,0.98,2011-12-30,prison-population-monthly-December-11.txt
Littlehey,1143,1023,1160,1149,1.12,0.9,2011-12-30,prison-population-monthly-December-11.txt
Liverpool,1186,1176,1454,1253,1.07,0.99,2011-12-30,prison-population-monthly-December-11.txt
Long Lartin,629,622,622,617,0.99,0.99,2011-12-30,prison-population-monthly-December-11.txt
Low Newton,314,298,336,295,0.99,0.95,2011-12-30,prison-population-monthly-December-11.txt
Lowdham Grange,900,900,920,928,1.03,1.0,2011-12-30,prison-population-monthly-December-11.txt
Maidstone,565,565,600,579,1.02,1.0,2011-12-30,prison-population-monthly-December-11.txt
Manchester,965,917,1256,1149,1.25,0.95,2011-12-30,prison-population-monthly-December-11.txt
Moorland,943,938,1001,723,0.77,0.99,2011-12-30,prison-population-monthly-December-11.txt
Mount,747,747,786,780,1.04,1.0,2011-12-30,prison-population-monthly-December-11.txt
New Hall,395,392,446,378,0.96,0.99,2011-12-30,prison-population-monthly-December-11.txt
North Sea Camp,378,378,378,372,0.98,1.0,2011-12-30,prison-population-monthly-December-11.txt
Northallerton,146,146,252,233,1.6,1.0,2011-12-30,prison-population-monthly-December-11.txt
Northumberland,1353,1297,1355,1270,0.98,0.96,2011-12-30,prison-population-monthly-December-11.txt
Norwich,623,623,769,747,1.2,1.0,2011-12-30,prison-population-monthly-December-11.txt
Nottingham,723,723,1060,1028,1.42,1.0,2011-12-30,prison-population-monthly-December-11.txt
Onley,710,710,710,691,0.97,1.0,2011-12-30,prison-population-monthly-December-11.txt
Parc,1170,1170,1474,1446,1.24,1.0,2011-12-30,prison-population-monthly-December-11.txt
Pentonville,915,915,1310,1283,1.4,1.0,2011-12-30,prison-population-monthly-December-11.txt
Peterborough (Female),360,357,384,346,0.97,0.99,2011-12-30,prison-population-monthly-December-11.txt
Peterborough (Male),480,483,624,617,1.28,1.01,2011-12-30,prison-population-monthly-December-11.txt
Portland,464,464,505,501,1.08,1.0,2011-12-30,prison-population-monthly-December-11.txt
Prescoed,199,199,230,225,1.13,1.0,2011-12-30,prison-population-monthly-December-11.txt
Preston,455,455,842,729,1.6,1.0,2011-12-30,prison-population-monthly-December-11.txt
Ranby,893,892,1098,1079,1.21,1.0,2011-12-30,prison-population-monthly-December-11.txt
Reading,190,190,293,238,1.25,1.0,2011-12-30,prison-population-monthly-December-11.txt
Risley,1050,1050,1095,1071,1.02,1.0,2011-12-30,prison-population-monthly-December-11.txt
Rochester,756,584,562,545,0.93,0.77,2011-12-30,prison-population-monthly-December-11.txt
Rye Hill,600,600,625,618,1.03,1.0,2011-12-30,prison-population-monthly-December-11.txt
Send,282,282,282,273,0.97,1.0,2011-12-30,prison-population-monthly-December-11.txt
Shepton Mallet,165,165,189,188,1.14,1.0,2011-12-30,prison-population-monthly-December-11.txt
Shrewsbury,182,170,340,329,1.94,0.93,2011-12-30,prison-population-monthly-December-11.txt
Spring Hill,334,333,333,325,0.98,1.0,2011-12-30,prison-population-monthly-December-11.txt
Stafford,741,725,741,739,1.02,0.98,2011-12-30,prison-population-monthly-December-11.txt
Standford Hill (Sheppey),464,464,464,461,0.99,1.0,2011-12-30,prison-population-monthly-December-11.txt
Stocken,967,967,1056,1020,1.05,1.0,2011-12-30,prison-population-monthly-December-11.txt
Stoke Heath,634,634,750,673,1.06,1.0,2011-12-30,prison-population-monthly-December-11.txt
Styal,461,450,459,412,0.92,0.98,2011-12-30,prison-population-monthly-December-11.txt
Sudbury,581,581,581,576,0.99,1.0,2011-12-30,prison-population-monthly-December-11.txt
Swaleside (Sheppey),1112,1112,1112,1110,1.0,1.0,2011-12-30,prison-population-monthly-December-11.txt
Swansea,248,240,445,444,1.85,0.97,2011-12-30,prison-population-monthly-December-11.txt
Swinfen Hall,604,604,654,634,1.05,1.0,2011-12-30,prison-population-monthly-December-11.txt
Thorn Cross,322,322,322,303,0.94,1.0,2011-12-30,prison-population-monthly-December-11.txt
Usk,153,153,266,264,1.73,1.0,2011-12-30,prison-population-monthly-December-11.txt
Verne,572,572,607,585,1.02,1.0,2011-12-30,prison-population-monthly-December-11.txt
Wakefield,751,749,749,740,0.99,1.0,2011-12-30,prison-population-monthly-December-11.txt
Wandsworth,1101,1011,1515,1534,1.52,0.92,2011-12-30,prison-population-monthly-December-11.txt
Warren Hill,222,128,128,116,0.91,0.58,2011-12-30,prison-population-monthly-December-11.txt
Wayland,958,958,1031,1005,1.05,1.0,2011-12-30,prison-population-monthly-December-11.txt
Wealstun,810,810,832,796,0.98,1.0,2011-12-30,prison-population-monthly-December-11.txt
Wellingborough,638,580,588,575,0.99,0.91,2011-12-30,prison-population-monthly-December-11.txt
Werrington,160,160,160,143,0.89,1.0,2011-12-30,prison-population-monthly-December-11.txt
Wetherby,408,408,408,318,0.78,1.0,2011-12-30,prison-population-monthly-December-11.txt
Whatton,779,776,841,833,1.07,1.0,2011-12-30,prison-population-monthly-December-11.txt
Whitemoor,473,458,458,458,1.0,0.97,2011-12-30,prison-population-monthly-December-11.txt
Winchester,499,499,706,674,1.35,1.0,2011-12-30,prison-population-monthly-December-11.txt
Wolds,320,320,360,354,1.11,1.0,2011-12-30,prison-population-monthly-December-11.txt
Woodhill,661,656,840,763,1.16,0.99,2011-12-30,prison-population-monthly-December-11.txt
Wormwood Scrubs,1176,1155,1258,1221,1.06,0.98,2011-12-30,prison-population-monthly-December-11.txt
Wymott,1102,1103,1176,1160,1.05,1.0,2011-12-30,prison-population-monthly-December-11.txt
Sub total,79043,77479,90480,86131,1.11,0.98,2011-12-30,prison-population-monthly-December-11.txt
Dover (IRC),316,316,316,235,0.74,1.0,2011-12-30,prison-population-monthly-December-11.txt
Haslar (IRC),160,160,160,95,0.59,1.0,2011-12-30,prison-population-monthly-December-11.txt
Morton Hall (IRC),392,392,392,317,0.81,1.0,2011-12-30,prison-population-monthly-December-11.txt
Sub total,992,992,992,647,0.65,1.0,2011-12-30,prison-population-monthly-December-11.txt
Total,80035,78471,89472,86778,1.11,0.98,2011-12-30,prison-population-monthly-December-11.txt
Altcourse,794,794,1033,1015,1.28,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Ashfield,408,408,400,399,0.98,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Askham Grange,150,126,128,97,0.77,0.84,2013-12-27,prison-population-monthly-december-2013.txt
Aylesbury,411,411,444,436,1.06,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Bedford,322,322,509,481,1.49,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Belmarsh,781,781,927,807,1.03,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Birmingham,1093,1093,1450,1379,1.26,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Blantyre House,122,122,122,121,0.99,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Brinsford,545,545,577,516,0.95,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Bristol,427,407,649,604,1.48,0.95,2013-12-27,prison-population-monthly-december-2013.txt
Brixton,530,530,798,770,1.45,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Bronzefield,527,527,527,491,0.93,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Buckley Hall,410,410,445,435,1.06,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Bullingdon,879,879,1114,1099,1.25,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Bure,604,604,624,618,1.02,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Cardiff,539,539,814,787,1.46,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Channings Wood,698,698,731,727,1.04,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Chelmsford,462,462,594,587,1.27,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Coldingley,493,493,513,503,1.02,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Cookham Wood,143,143,143,107,0.75,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Dartmoor,642,639,659,652,1.02,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Deerbolt,513,513,513,506,0.99,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Doncaster,738,738,1145,1125,1.52,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Dovegate,1064,1060,1060,1042,0.98,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Drake Hall,315,315,315,305,0.97,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Durham,592,592,990,930,1.57,1.0,2013-12-27,prison-population-monthly-december-2013.txt
East Sutton Park,98,98,100,87,0.89,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Eastwood Park,410,315,363,314,1.0,0.77,2013-12-27,prison-population-monthly-december-2013.txt
Elmley (Sheppey),943,943,1252,1211,1.28,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Erlestoke,494,488,488,484,0.99,0.99,2013-12-27,prison-population-monthly-december-2013.txt
Everthorpe,615,615,689,679,1.1,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Exeter,326,318,561,540,1.7,0.98,2013-12-27,prison-population-monthly-december-2013.txt
Featherstone,671,671,687,678,1.01,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Feltham,762,762,762,549,0.72,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Ford,521,521,531,505,0.97,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Forest Bank,1064,1064,1364,1323,1.24,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Foston Hall,290,290,310,293,1.01,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Frankland,859,808,808,801,0.99,0.94,2013-12-27,prison-population-monthly-december-2013.txt
Full Sutton,604,596,616,607,1.02,0.99,2013-12-27,prison-population-monthly-december-2013.txt
Garth,811,706,746,744,1.05,0.87,2013-12-27,prison-population-monthly-december-2013.txt
Gartree,708,708,708,703,0.99,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Glen Parva,637,637,808,769,1.21,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Grendon / Springhill,586,543,543,535,0.99,0.93,2013-12-27,prison-population-monthly-december-2013.txt
Guys Marsh,518,518,579,576,1.11,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Haverigg,622,622,644,642,1.03,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Hewell,1003,1003,1301,1273,1.27,1.0,2013-12-27,prison-population-monthly-december-2013.txt
High Down,999,999,1103,1077,1.08,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Highpoint (North and South),1299,1299,1331,1326,1.02,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Hindley,582,498,438,246,0.49,0.86,2013-12-27,prison-population-monthly-december-2013.txt
Hollesley Bay,421,434,434,427,0.98,1.03,2013-12-27,prison-population-monthly-december-2013.txt
Holloway,540,533,591,506,0.95,0.99,2013-12-27,prison-population-monthly-december-2013.txt
Holme House,1034,1034,1210,1191,1.15,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Hull,552,552,762,742,1.34,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Huntercombe,370,370,430,414,1.12,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Isis,478,478,622,616,1.29,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Isle of Wight,1056,1056,1139,1136,1.08,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Kennet,175,175,342,322,1.84,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Kirkham,634,634,634,601,0.95,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Kirklevington Grange,283,283,303,294,1.04,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Lancaster Farms,481,481,531,444,0.92,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Leeds,826,826,1212,1197,1.45,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Leicester,214,214,419,385,1.8,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Lewes,627,627,742,658,1.05,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Leyhill,527,527,527,510,0.97,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Lincoln,408,403,727,694,1.72,0.99,2013-12-27,prison-population-monthly-december-2013.txt
Lindholme,1048,924,1010,996,1.08,0.88,2013-12-27,prison-population-monthly-december-2013.txt
Littlehey,1140,1080,1146,1114,1.03,0.95,2013-12-27,prison-population-monthly-december-2013.txt
Liverpool,1173,1159,1442,1228,1.06,0.99,2013-12-27,prison-population-monthly-december-2013.txt
Long Lartin,629,622,622,608,0.98,0.99,2013-12-27,prison-population-monthly-december-2013.txt
Low Newton,314,291,329,301,1.03,0.93,2013-12-27,prison-population-monthly-december-2013.txt
Lowdham Grange,900,900,888,887,0.99,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Maidstone,565,565,600,595,1.05,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Manchester,965,965,1286,1146,1.19,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Moorland / Hatfield,1209,1209,1272,1259,1.04,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Mount,748,748,770,763,1.02,1.0,2013-12-27,prison-population-monthly-december-2013.txt
New Hall,395,371,425,390,1.05,0.94,2013-12-27,prison-population-monthly-december-2013.txt
North Sea Camp,420,420,420,401,0.95,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Northumberland,1348,1348,1348,1340,0.99,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Norwich,627,627,789,770,1.23,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Nottingham,723,723,1100,1027,1.42,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Oakwood,1605,1605,1605,1579,0.98,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Onley,742,682,682,680,1.0,0.92,2013-12-27,prison-population-monthly-december-2013.txt
Parc,1170,1170,1336,1313,1.12,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Pentonville,915,915,1310,1307,1.43,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Peterborough (Male & Female),840,827,960,857,1.04,0.98,2013-12-27,prison-population-monthly-december-2013.txt
Portland,464,464,621,603,1.3,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Preston,456,406,743,677,1.67,0.89,2013-12-27,prison-population-monthly-december-2013.txt
Ranby,893,892,1098,1090,1.22,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Risley,1050,1050,1095,1084,1.03,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Rochester,802,742,742,738,0.99,0.93,2013-12-27,prison-population-monthly-december-2013.txt
Rye Hill,600,600,625,625,1.04,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Send,282,282,282,273,0.97,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Stafford,741,741,741,722,0.97,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Standford Hill (Sheppey),464,464,464,448,0.97,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Stocken,768,768,843,841,1.1,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Stoke Heath,650,582,642,631,1.08,0.9,2013-12-27,prison-population-monthly-december-2013.txt
Styal,454,445,460,420,0.94,0.98,2013-12-27,prison-population-monthly-december-2013.txt
Sudbury,581,581,600,586,1.01,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Swaleside (Sheppey),1112,1112,1112,1111,1.0,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Swansea,250,242,455,432,1.79,0.97,2013-12-27,prison-population-monthly-december-2013.txt
Swinfen Hall,604,544,594,589,1.08,0.9,2013-12-27,prison-population-monthly-december-2013.txt
Thameside,600,600,900,857,1.43,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Thorn Cross,331,331,331,321,0.97,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Usk / Prescoed,378,378,523,507,1.34,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Wakefield,751,749,749,744,0.99,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Wandsworth,972,877,1554,1518,1.73,0.9,2013-12-27,prison-population-monthly-december-2013.txt
Warren Hill,244,192,192,34,0.18,0.79,2013-12-27,prison-population-monthly-december-2013.txt
Wayland,958,940,1007,999,1.06,0.98,2013-12-27,prison-population-monthly-december-2013.txt
Wealstun,810,795,817,809,1.02,0.98,2013-12-27,prison-population-monthly-december-2013.txt
Werrington,160,160,160,103,0.64,1.0,2013-12-27,prison-population-monthly-december-2013.txt
Wetherby,396,276,276,213,0.77,0.7,2013-12-27,prison-population-monthly-december-2013.txt
