prison_name,baseline_cna,in_use_cna,operational_capacity,population,perc_pop_to_used_cna,perc_acc_available,date,source
Bullingdon,879,879,1114,1094,1.24,1.0,2013-04-26,monthly-bulletin-april.txt
Bure,503,503,523,518,1.03,1.0,2013-04-26,monthly-bulletin-april.txt
Cardiff,539,539,804,787,1.46,1.0,2013-04-26,monthly-bulletin-april.txt
Channings Wood,698,698,731,723,1.04,1.0,2013-04-26,monthly-bulletin-april.txt
Chelmsford,462,537,578,561,1.04,1.16,2013-04-26,monthly-bulletin-april.txt
Coldingley,493,493,513,511,1.04,1.0,2013-04-26,monthly-bulletin-april.txt
Cookham Wood,143,143,143,114,0.8,1.0,2013-04-26,monthly-bulletin-april.txt
Dartmoor,642,639,659,648,1.01,1.0,2013-04-26,monthly-bulletin-april.txt
Deerbolt,513,513,513,424,0.83,1.0,2013-04-26,monthly-bulletin-april.txt
Doncaster,743,743,1145,1134,1.53,1.0,2013-04-26,monthly-bulletin-april.txt
Dorchester,152,152,291,259,1.7,1.0,2013-04-26,monthly-bulletin-april.txt
Dovegate,1064,1060,1060,997,0.94,1.0,2013-04-26,monthly-bulletin-april.txt
Downview,355,355,355,306,0.86,1.0,2013-04-26,monthly-bulletin-april.txt
Drake Hall,315,315,315,307,0.97,1.0,2013-04-26,monthly-bulletin-april.txt
Durham,592,592,990,854,1.44,1.0,2013-04-26,monthly-bulletin-april.txt
East Sutton Park,98,98,100,91,0.93,1.0,2013-04-26,monthly-bulletin-april.txt
Eastwood Park,410,315,363,297,0.94,0.77,2013-04-26,monthly-bulletin-april.txt
Elmley (Sheppey),943,943,1252,1171,1.24,1.0,2013-04-26,monthly-bulletin-april.txt
Erlestoke,494,488,488,481,0.99,0.99,2013-04-26,monthly-bulletin-april.txt
Everthorpe,615,615,689,656,1.07,1.0,2013-04-26,monthly-bulletin-april.txt
Exeter,326,317,561,517,1.63,0.97,2013-04-26,monthly-bulletin-april.txt
Featherstone,671,671,687,684,1.02,1.0,2013-04-26,monthly-bulletin-april.txt
Feltham,762,762,762,652,0.86,1.0,2013-04-26,monthly-bulletin-april.txt
Ford,521,521,521,515,0.99,1.0,2013-04-26,monthly-bulletin-april.txt
Forest Bank,1064,1064,1364,1311,1.23,1.0,2013-04-26,monthly-bulletin-april.txt
Foston Hall,290,290,310,279,0.96,1.0,2013-04-26,monthly-bulletin-april.txt
Frankland,859,808,808,780,0.97,0.94,2013-04-26,monthly-bulletin-april.txt
Full Sutton,604,596,616,608,1.02,0.99,2013-04-26,monthly-bulletin-april.txt
Garth,811,763,798,790,1.04,0.94,2013-04-26,monthly-bulletin-april.txt
Gartree,707,707,707,702,0.99,1.0,2013-04-26,monthly-bulletin-april.txt
Glen Parva,637,637,808,678,1.06,1.0,2013-04-26,monthly-bulletin-april.txt
Grendon / Springhill,586,572,573,557,0.97,0.98,2013-04-26,monthly-bulletin-april.txt
Guys Marsh,518,518,579,576,1.11,1.0,2013-04-26,monthly-bulletin-april.txt
Haverigg,622,622,644,631,1.01,1.0,2013-04-26,monthly-bulletin-april.txt
Hewell,1003,1003,1271,1233,1.23,1.0,2013-04-26,monthly-bulletin-april.txt
High Down,999,999,1103,1038,1.04,1.0,2013-04-26,monthly-bulletin-april.txt
Highpoint (North and South),1299,1279,1305,1277,1.0,0.98,2013-04-26,monthly-bulletin-april.txt
Hindley,506,506,506,175,0.35,1.0,2013-04-26,monthly-bulletin-april.txt
Hollesley Bay,421,421,421,415,0.99,1.0,2013-04-26,monthly-bulletin-april.txt
Holloway,540,533,591,443,0.83,0.99,2013-04-26,monthly-bulletin-april.txt
Holme House,1034,1034,1210,1130,1.09,1.0,2013-04-26,monthly-bulletin-april.txt
Hull,552,694,762,727,1.05,1.26,2013-04-26,monthly-bulletin-april.txt
Huntercombe,370,370,430,419,1.13,1.0,2013-04-26,monthly-bulletin-april.txt
Isis,478,459,603,534,1.16,0.96,2013-04-26,monthly-bulletin-april.txt
Isle of Wight,1056,1056,1139,1099,1.04,1.0,2013-04-26,monthly-bulletin-april.txt
Kennet,175,175,342,255,1.46,1.0,2013-04-26,monthly-bulletin-april.txt
Kirkham,632,632,630,620,0.98,1.0,2013-04-26,monthly-bulletin-april.txt
Kirklevington Grange,283,283,275,267,0.94,1.0,2013-04-26,monthly-bulletin-april.txt
Lancaster Farms,481,481,531,518,1.08,1.0,2013-04-26,monthly-bulletin-april.txt
Leeds,826,826,1212,1174,1.42,1.0,2013-04-26,monthly-bulletin-april.txt
Leicester,210,210,400,340,1.62,1.0,2013-04-26,monthly-bulletin-april.txt
Lewes,627,627,742,565,0.9,1.0,2013-04-26,monthly-bulletin-april.txt
Leyhill,527,527,527,514,0.98,1.0,2013-04-26,monthly-bulletin-april.txt
Lincoln,408,403,727,622,1.54,0.99,2013-04-26,monthly-bulletin-april.txt
Lindholme,1064,924,982,955,1.03,0.87,2013-04-26,monthly-bulletin-april.txt
Littlehey,1142,1082,1146,1124,1.04,0.95,2013-04-26,monthly-bulletin-april.txt
Liverpool,1190,1186,1462,1186,1.0,1.0,2013-04-26,monthly-bulletin-april.txt
Long Lartin,629,622,622,603,0.97,0.99,2013-04-26,monthly-bulletin-april.txt
Low Newton,314,306,344,251,0.82,0.97,2013-04-26,monthly-bulletin-april.txt
Lowdham Grange,900,900,888,881,0.98,1.0,2013-04-26,monthly-bulletin-april.txt
Maidstone,565,565,600,591,1.05,1.0,2013-04-26,monthly-bulletin-april.txt
Manchester,965,917,1238,1053,1.15,0.95,2013-04-26,monthly-bulletin-april.txt
Moorland / Hatfield,1209,1209,1272,1245,1.03,1.0,2013-04-26,monthly-bulletin-april.txt
Mount,748,748,770,758,1.01,1.0,2013-04-26,monthly-bulletin-april.txt
New Hall,395,371,425,360,0.97,0.94,2013-04-26,monthly-bulletin-april.txt
North Sea Camp,420,420,420,403,0.96,1.0,2013-04-26,monthly-bulletin-april.txt
Northallerton,146,146,252,224,1.53,1.0,2013-04-26,monthly-bulletin-april.txt
Northumberland,1354,1354,1348,1323,0.98,1.0,2013-04-26,monthly-bulletin-april.txt
Norwich,627,627,769,719,1.15,1.0,2013-04-26,monthly-bulletin-april.txt
Nottingham,723,723,1060,1024,1.42,1.0,2013-04-26,monthly-bulletin-april.txt
Oakwood,1605,1605,1605,1554,0.97,1.0,2013-04-26,monthly-bulletin-april.txt
Onley,742,682,682,670,0.98,0.92,2013-04-26,monthly-bulletin-april.txt
Parc,1170,1170,1474,1416,1.21,1.0,2013-04-26,monthly-bulletin-april.txt
Pentonville,915,915,1310,1264,1.38,1.0,2013-04-26,monthly-bulletin-april.txt
Peterborough (Male & Female),840,827,960,797,0.96,0.98,2013-04-26,monthly-bulletin-april.txt
Portland,464,464,530,520,1.12,1.0,2013-04-26,monthly-bulletin-april.txt
Preston,456,456,843,665,1.46,1.0,2013-04-26,monthly-bulletin-april.txt
Ranby,893,892,1098,1080,1.21,1.0,2013-04-26,monthly-bulletin-april.txt
Reading,190,190,320,211,1.11,1.0,2013-04-26,monthly-bulletin-april.txt
Risley,1050,1050,1095,1097,1.04,1.0,2013-04-26,monthly-bulletin-april.txt
Rochester,756,658,658,652,0.99,0.87,2013-04-26,monthly-bulletin-april.txt
Rye Hill,600,600,625,618,1.03,1.0,2013-04-26,monthly-bulletin-april.txt
Send,282,281,281,267,0.95,1.0,2013-04-26,monthly-bulletin-april.txt
Stafford,741,738,738,725,0.98,1.0,2013-04-26,monthly-bulletin-april.txt
Standford Hill (Sheppey),464,464,464,456,0.98,1.0,2013-04-26,monthly-bulletin-april.txt
Stocken,768,768,843,832,1.08,1.0,2013-04-26,monthly-bulletin-april.txt
Stoke Heath,650,642,758,735,1.14,0.99,2013-04-26,monthly-bulletin-april.txt
Styal,454,450,460,413,0.92,0.99,2013-04-26,monthly-bulletin-april.txt
Sudbury,581,581,581,576,0.99,1.0,2013-04-26,monthly-bulletin-april.txt
Swaleside (Sheppey),1112,1112,1112,1102,0.99,1.0,2013-04-26,monthly-bulletin-april.txt
Swansea,248,240,435,438,1.83,0.97,2013-04-26,monthly-bulletin-april.txt
Swinfen Hall,604,604,654,622,1.03,1.0,2013-04-26,monthly-bulletin-april.txt
Thameside,600,600,900,878,1.46,1.0,2013-04-26,monthly-bulletin-april.txt
Thorn Cross,322,322,321,306,0.95,1.0,2013-04-26,monthly-bulletin-april.txt
Usk / Prescoed,378,378,503,496,1.31,1.0,2013-04-26,monthly-bulletin-april.txt
Verne,572,572,607,588,1.03,1.0,2013-04-26,monthly-bulletin-april.txt
Wakefield,751,749,749,745,0.99,1.0,2013-04-26,monthly-bulletin-april.txt
Wandsworth,1101,730,1284,1204,1.65,0.66,2013-04-26,monthly-bulletin-april.txt
Warren Hill,244,192,192,104,0.54,0.79,2013-04-26,monthly-bulletin-april.txt
Wayland,958,948,1011,1001,1.06,0.99,2013-04-26,monthly-bulletin-april.txt
Wealstun,810,810,832,799,0.99,1.0,2013-04-26,monthly-bulletin-april.txt
Werrington,160,160,160,118,0.74,1.0,2013-04-26,monthly-bulletin-april.txt
Wetherby,396,276,276,237,0.86,0.7,2013-04-26,monthly-bulletin-april.txt
Whatton,779,769,841,833,1.08,0.99,2013-04-26,monthly-bulletin-april.txt
Whitemoor,473,458,458,454,0.99,0.97,2013-04-26,monthly-bulletin-april.txt
Winchester,499,499,706,655,1.31,1.0,2013-04-26,monthly-bulletin-april.txt
Wolds,320,304,360,343,1.13,0.95,2013-04-26,monthly-bulletin-april.txt
Woodhill,661,656,819,767,1.17,0.99,2013-04-26,monthly-bulletin-april.txt
Wormwood Scrubs,1171,1170,1279,1153,0.99,1.0,2013-04-26,monthly-bulletin-april.txt
Wymott,1102,1102,1176,1105,1.0,1.0,2013-04-26,monthly-bulletin-april.txt
Sub total,78347,77164,89026,83314,1.08,0.98,2013-04-26,monthly-bulletin-april.txt
Dover (IRC),342,342,342,275,0.8,1.0,2013-04-26,monthly-bulletin-april.txt
Haslar (IRC),170,170,170,133,0.78,1.0,2013-04-26,monthly-bulletin-april.txt
Morton Hall (IRC),392,392,392,361,0.92,1.0,2013-04-26,monthly-bulletin-april.txt
Sub total,904,904,904,769,0.85,1.0,2013-04-26,monthly-bulletin-april.txt
Total,79251,78068,87930,84083,1.08,0.99,2013-04-26,monthly-bulletin-april.txt
Altcourse,794,794,1033,1019,1.28,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Ashfield,408,408,400,286,0.7,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Askham Grange,150,126,128,102,0.81,0.84,2013-08-30,monthly-bulletin-august-2013.txt
Aylesbury,411,411,444,371,0.9,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Bedford,322,322,506,464,1.44,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Belmarsh,781,800,855,764,0.96,1.02,2013-08-30,monthly-bulletin-august-2013.txt
Birmingham,1093,1093,1450,1398,1.28,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Blantyre House,122,122,122,119,0.98,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Blundeston,481,481,526,508,1.06,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Brinsford,545,545,577,550,1.01,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Bristol,427,407,614,578,1.42,0.95,2013-08-30,monthly-bulletin-august-2013.txt
Brixton,530,530,798,785,1.48,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Bronzefield,527,527,527,461,0.87,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Buckley Hall,410,410,445,440,1.07,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Bullingdon,879,879,1114,1051,1.2,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Bure,503,503,523,519,1.03,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Cardiff,539,539,804,776,1.44,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Channings Wood,698,698,731,728,1.04,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Chelmsford,462,462,578,560,1.21,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Coldingley,493,493,513,500,1.01,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Cookham Wood,143,143,143,105,0.73,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Dartmoor,642,639,659,651,1.02,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Deerbolt,513,513,513,457,0.89,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Doncaster,733,733,1145,1077,1.47,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Dorchester,152,152,291,241,1.59,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Dovegate,1064,1060,1060,1040,0.98,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Downview,355,355,355,268,0.75,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Drake Hall,315,315,315,280,0.89,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Durham,592,592,990,869,1.47,1.0,2013-08-30,monthly-bulletin-august-2013.txt
East Sutton Park,98,98,100,90,0.92,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Eastwood Park,410,315,363,303,0.96,0.77,2013-08-30,monthly-bulletin-august-2013.txt
Elmley (Sheppey),943,943,1252,1193,1.27,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Erlestoke,494,488,488,483,0.99,0.99,2013-08-30,monthly-bulletin-august-2013.txt
Everthorpe,615,615,689,682,1.11,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Exeter,326,318,561,520,1.64,0.98,2013-08-30,monthly-bulletin-august-2013.txt
Featherstone,671,671,687,683,1.02,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Feltham,762,762,762,654,0.86,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Ford,521,521,521,516,0.99,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Forest Bank,1064,1064,1364,1309,1.23,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Foston Hall,290,270,290,267,0.99,0.93,2013-08-30,monthly-bulletin-august-2013.txt
Frankland,859,808,808,788,0.98,0.94,2013-08-30,monthly-bulletin-august-2013.txt
Full Sutton,604,596,616,593,0.99,0.99,2013-08-30,monthly-bulletin-august-2013.txt
Garth,811,763,798,768,1.01,0.94,2013-08-30,monthly-bulletin-august-2013.txt
Gartree,707,707,707,706,1.0,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Glen Parva,637,637,808,653,1.03,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Grendon / Springhill,586,573,573,538,0.94,0.98,2013-08-30,monthly-bulletin-august-2013.txt
Guys Marsh,518,518,579,574,1.11,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Haverigg,622,622,644,637,1.02,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Hewell,1003,1003,1271,1208,1.2,1.0,2013-08-30,monthly-bulletin-august-2013.txt
High Down,999,999,1103,1054,1.06,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Highpoint (North and South),1299,1299,1325,1308,1.01,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Hindley,582,498,438,162,0.33,0.86,2013-08-30,monthly-bulletin-august-2013.txt
Hollesley Bay,421,421,421,420,1.0,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Holloway,540,533,591,456,0.86,0.99,2013-08-30,monthly-bulletin-august-2013.txt
Holme House,1034,1034,1210,1160,1.12,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Hull,552,552,762,746,1.35,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Huntercombe,370,370,430,422,1.14,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Isis,478,478,622,584,1.22,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Isle of Wight,1056,1056,1139,1128,1.07,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Kennet,175,175,342,327,1.87,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Kirkham,632,632,630,613,0.97,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Kirklevington Grange,283,283,283,277,0.98,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Lancaster Farms,481,481,531,499,1.04,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Leeds,826,826,1212,1158,1.4,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Leicester,214,214,408,348,1.63,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Lewes,627,627,742,604,0.96,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Leyhill,527,527,527,515,0.98,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Lincoln,408,403,727,670,1.66,0.99,2013-08-30,monthly-bulletin-august-2013.txt
Lindholme,1064,884,970,1004,1.14,0.83,2013-08-30,monthly-bulletin-august-2013.txt
Littlehey,1140,1080,1146,1009,0.93,0.95,2013-08-30,monthly-bulletin-august-2013.txt
Liverpool,1173,1159,1442,1205,1.04,0.99,2013-08-30,monthly-bulletin-august-2013.txt
Long Lartin,629,622,622,609,0.98,0.99,2013-08-30,monthly-bulletin-august-2013.txt
Low Newton,314,306,344,273,0.89,0.97,2013-08-30,monthly-bulletin-august-2013.txt
Lowdham Grange,900,900,888,879,0.98,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Maidstone,565,565,600,370,0.65,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Manchester,965,965,1286,1111,1.15,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Moorland / Hatfield,1209,1209,1272,1092,0.9,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Mount,748,748,770,759,1.01,1.0,2013-08-30,monthly-bulletin-august-2013.txt
New Hall,395,371,425,371,1.0,0.94,2013-08-30,monthly-bulletin-august-2013.txt
North Sea Camp,420,420,420,418,1.0,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Northallerton,146,146,252,241,1.65,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Northumberland,1354,1354,1348,1325,0.98,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Norwich,627,627,769,718,1.15,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Nottingham,723,723,1060,1008,1.39,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Oakwood,1605,1605,1605,1591,0.99,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Onley,742,682,682,658,0.96,0.92,2013-08-30,monthly-bulletin-august-2013.txt
Parc,1170,1170,1336,1306,1.12,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Pentonville,915,915,1310,1270,1.39,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Peterborough (Male & Female),840,827,960,811,0.98,0.98,2013-08-30,monthly-bulletin-august-2013.txt
Portland,464,464,530,516,1.11,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Preston,456,406,818,638,1.57,0.89,2013-08-30,monthly-bulletin-august-2013.txt
Ranby,893,892,1098,1086,1.22,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Reading,190,190,320,237,1.25,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Risley,1050,1050,1095,1085,1.03,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Rochester,756,658,658,646,0.98,0.87,2013-08-30,monthly-bulletin-august-2013.txt
Rye Hill,600,600,625,621,1.04,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Send,282,281,281,255,0.91,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Stafford,741,741,741,715,0.96,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Standford Hill (Sheppey),464,464,464,443,0.95,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Stocken,768,768,843,824,1.07,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Stoke Heath,650,642,758,681,1.06,0.99,2013-08-30,monthly-bulletin-august-2013.txt
Styal,454,445,460,426,0.96,0.98,2013-08-30,monthly-bulletin-august-2013.txt
Sudbury,581,581,581,573,0.99,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Swaleside (Sheppey),1112,1112,1112,1104,0.99,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Swansea,248,240,435,424,1.77,0.97,2013-08-30,monthly-bulletin-august-2013.txt
Swinfen Hall,604,604,654,594,0.98,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Thameside,600,600,900,866,1.44,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Thorn Cross,322,322,321,308,0.96,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Usk / Prescoed,378,378,503,486,1.29,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Verne,580,572,607,502,0.88,0.99,2013-08-30,monthly-bulletin-august-2013.txt
Wakefield,751,749,749,744,0.99,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Wandsworth,974,709,1284,1227,1.73,0.73,2013-08-30,monthly-bulletin-august-2013.txt
Warren Hill,244,192,192,107,0.56,0.79,2013-08-30,monthly-bulletin-august-2013.txt
Wayland,958,946,1011,1000,1.06,0.99,2013-08-30,monthly-bulletin-august-2013.txt
Wealstun,810,810,832,824,1.02,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Werrington,160,160,160,114,0.71,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Wetherby,396,276,276,238,0.86,0.7,2013-08-30,monthly-bulletin-august-2013.txt
Whatton,779,769,841,833,1.08,0.99,2013-08-30,monthly-bulletin-august-2013.txt
Whitemoor,473,458,458,452,0.99,0.97,2013-08-30,monthly-bulletin-august-2013.txt
Winchester,499,499,706,658,1.32,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Wolds,320,304,360,349,1.15,0.95,2013-08-30,monthly-bulletin-august-2013.txt
Woodhill,660,660,819,766,1.16,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Wormwood Scrubs,1170,1170,1279,1244,1.06,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Wymott,1102,1045,1119,1105,1.06,0.95,2013-08-30,monthly-bulletin-august-2013.txt
Sub total,78262,76787,88880,83302,1.08,0.98,2013-08-30,monthly-bulletin-august-2013.txt
Dover (IRC),342,342,342,239,0.7,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Haslar (IRC),170,170,170,155,0.91,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Morton Hall (IRC),392,392,392,370,0.94,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Sub total,904,904,904,764,0.85,1.0,2013-08-30,monthly-bulletin-august-2013.txt
Total,79166,77691,87784,84066,1.08,0.98,2013-08-30,monthly-bulletin-august-2013.txt
Altcourse,794,794,1033,983,1.24,1.0,2013-05-31,monthly-bulletin-may-2013.txt
Askham Grange,150,126,128,104,0.83,0.84,2013-05-31,monthly-bulletin-may-2013.txt
Aylesbury,411,411,444,403,0.98,1.0,2013-05-31,monthly-bulletin-may-2013.txt
Bedford,322,322,506,463,1.44,1.0,2013-05-31,monthly-bulletin-may-2013.txt
Belmarsh,781,769,813,761,0.99,0.98,2013-05-31,monthly-bulletin-may-2013.txt
Birmingham,1093,1093,1450,1397,1.28,1.0,2013-05-31,monthly-bulletin-may-2013.txt
Blantyre House,122,122,122,120,0.98,1.0,2013-05-31,monthly-bulletin-may-2013.txt
Blundeston,481,481,526,509,1.06,1.0,2013-05-31,monthly-bulletin-may-2013.txt
Brinsford,545,545,577,482,0.88,1.0,2013-05-31,monthly-bulletin-may-2013.txt
Bristol,427,427,614,598,1.4,1.0,2013-05-31,monthly-bulletin-may-2013.txt
Brixton,530,525,798,752,1.43,0.99,2013-05-31,monthly-bulletin-may-2013.txt
Bronzefield,527,527,527,453,0.86,1.0,2013-05-31,monthly-bulletin-may-2013.txt
Buckley Hall,410,410,445,444,1.08,1.0,2013-05-31,monthly-bulletin-may-2013.txt
Bullingdon,879,879,1114,1088,1.24,1.0,2013-05-31,monthly-bulletin-may-2013.txt
Bure,503,503,523,522,1.04,1.0,2013-05-31,monthly-bulletin-may-2013.txt
Cardiff,539,539,804,761,1.41,1.0,2013-05-31,monthly-bulletin-may-2013.txt
Channings Wood,698,698,731,718,1.03,1.0,2013-05-31,monthly-bulletin-may-2013.txt
Chelmsford,462,462,578,558,1.21,1.0,2013-05-31,monthly-bulletin-may-2013.txt
Coldingley,493,493,513,509,1.03,1.0,2013-05-31,monthly-bulletin-may-2013.txt
Cookham Wood,143,143,143,112,0.78,1.0,2013-05-31,monthly-bulletin-may-2013.txt
Dartmoor,642,639,659,645,1.01,1.0,2013-05-31,monthly-bulletin-may-2013.txt
Deerbolt,513,513,513,447,0.87,1.0,2013-05-31,monthly-bulletin-may-2013.txt
Doncaster,743,743,1145,1077,1.45,1.0,2013-05-31,monthly-bulletin-may-2013.txt
Dorchester,152,152,291,252,1.66,1.0,2013-05-31,monthly-bulletin-may-2013.txt
Dovegate,1064,1060,1060,1001,0.94,1.0,2013-05-31,monthly-bulletin-may-2013.txt
Downview,355,355,355,291,0.82,1.0,2013-05-31,monthly-bulletin-may-2013.txt
Drake Hall,315,315,315,288,0.91,1.0,2013-05-31,monthly-bulletin-may-2013.txt
Durham,592,592,990,841,1.42,1.0,2013-05-31,monthly-bulletin-may-2013.txt
East Sutton Park,98,98,100,94,0.96,1.0,2013-05-31,monthly-bulletin-may-2013.txt
Eastwood Park,410,315,363,299,0.95,0.77,2013-05-31,monthly-bulletin-may-2013.txt
Elmley (Sheppey),943,943,1252,1194,1.27,1.0,2013-05-31,monthly-bulletin-may-2013.txt
Erlestoke,494,488,488,478,0.98,0.99,2013-05-31,monthly-bulletin-may-2013.txt
Everthorpe,615,615,689,670,1.09,1.0,2013-05-31,monthly-bulletin-may-2013.txt
Exeter,326,317,561,490,1.55,0.97,2013-05-31,monthly-bulletin-may-2013.txt
Featherstone,671,671,687,677,1.01,1.0,2013-05-31,monthly-bulletin-may-2013.txt
Feltham,762,762,762,614,0.81,1.0,2013-05-31,monthly-bulletin-may-2013.txt
Ford,521,521,521,509,0.98,1.0,2013-05-31,monthly-bulletin-may-2013.txt
Forest Bank,1064,1064,1364,1314,1.23,1.0,2013-05-31,monthly-bulletin-may-2013.txt
Foston Hall,290,290,310,292,1.01,1.0,2013-05-31,monthly-bulletin-may-2013.txt
Frankland,859,808,808,787,0.97,0.94,2013-05-31,monthly-bulletin-may-2013.txt
Full Sutton,604,596,616,592,0.99,0.99,2013-05-31,monthly-bulletin-may-2013.txt
Garth,811,763,798,781,1.02,0.94,2013-05-31,monthly-bulletin-may-2013.txt
Gartree,707,707,707,701,0.99,1.0,2013-05-31,monthly-bulletin-may-2013.txt
Glen Parva,637,637,808,666,1.05,1.0,2013-05-31,monthly-bulletin-may-2013.txt
Grendon / Springhill,586,572,573,555,0.97,0.98,2013-05-31,monthly-bulletin-may-2013.txt
Guys Marsh,518,518,579,570,1.1,1.0,2013-05-31,monthly-bulletin-may-2013.txt
Haverigg,622,622,644,622,1.0,1.0,2013-05-31,monthly-bulletin-may-2013.txt
Hewell,1003,1003,1271,1168,1.16,1.0,2013-05-31,monthly-bulletin-may-2013.txt
High Down,999,999,1103,1087,1.09,1.0,2013-05-31,monthly-bulletin-may-2013.txt
Highpoint (North and South),1299,1299,1325,1291,0.99,1.0,2013-05-31,monthly-bulletin-may-2013.txt
Hindley,582,498,438,170,0.34,0.86,2013-05-31,monthly-bulletin-may-2013.txt
Hollesley Bay,421,421,421,416,0.99,1.0,2013-05-31,monthly-bulletin-may-2013.txt
Holloway,540,533,591,433,0.81,0.99,2013-05-31,monthly-bulletin-may-2013.txt
Holme House,1034,1034,1210,1068,1.03,1.0,2013-05-31,monthly-bulletin-may-2013.txt
