prison_name,baseline_cna,in_use_cna,operational_capacity,population,perc_pop_to_used_cna,perc_acc_available,date,source
Hewell,1018,1018,1309,1269,1.25,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
High Down,999,999,1163,1149,1.15,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Highpoint (North and South),1311,1311,1337,1319,1.01,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Hindley,534,350,398,394,1.13,0.66,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Hollesley Bay,437,348,348,345,0.99,0.8,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Holloway,540,533,591,513,0.96,0.99,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Holme House,1036,1036,1210,1166,1.13,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Hull,723,723,1044,996,1.38,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Humber,947,914,1026,998,1.09,0.97,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Huntercombe,370,307,430,417,1.36,0.83,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Isis,478,478,622,602,1.26,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Isle of Wight,1070,978,1097,1087,1.11,0.91,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Kennet,175,175,342,254,1.45,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Kirkham,657,657,657,566,0.86,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Kirklevington Grange,283,283,283,280,0.99,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Lancaster Farms,495,495,549,537,1.08,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Leeds,669,669,1212,1172,1.75,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Leicester,214,214,411,341,1.59,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Lewes,617,617,722,640,1.04,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Leyhill,527,527,527,474,0.9,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Lincoln,408,403,729,589,1.46,0.99,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Lindholme,1048,924,1010,1008,1.09,0.88,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Littlehey,1154,1153,1219,1212,1.05,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Liverpool,1173,1101,1386,1204,1.09,0.94,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Long Lartin,625,625,625,617,0.99,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Low Newton,314,306,344,290,0.95,0.97,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Lowdham Grange,900,900,920,918,1.02,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Maidstone,565,565,600,595,1.05,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Manchester,965,965,1286,1104,1.14,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Moorland,943,943,1006,991,1.05,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Mount,1000,1000,1020,1012,1.01,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
New Hall,392,371,425,377,1.02,0.95,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
North Sea Camp,420,420,420,299,0.71,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Northumberland,1348,1348,1348,1326,0.98,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Norwich,626,626,769,746,1.19,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Nottingham,723,723,1060,1000,1.38,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Oakwood,1605,1605,1605,1586,0.99,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Onley,742,742,747,736,0.99,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Parc,1419,1419,1723,1671,1.18,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Pentonville,915,915,1316,1278,1.4,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Peterborough (Male & Female),1132,1119,1252,1165,1.04,0.99,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Portland,464,464,531,480,1.03,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Preston,456,434,790,674,1.55,0.95,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Ranby,893,892,1098,1088,1.22,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Risley,1050,1050,1115,1081,1.03,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Rochester,802,738,750,729,0.99,0.92,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Rye Hill,600,600,625,625,1.04,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Send,282,282,282,269,0.95,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Stafford,741,741,741,735,0.99,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Standford Hill (Sheppey),464,464,464,456,0.98,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Stocken,768,768,843,801,1.04,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Stoke Heath,662,662,782,751,1.13,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Styal,479,470,485,458,0.97,0.98,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Sudbury,600,600,600,436,0.73,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Swaleside (Sheppey),1112,1112,1112,1109,1.0,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Swansea,250,242,455,399,1.65,0.97,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Swinfen Hall,604,544,594,582,1.07,0.9,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Thameside,610,610,910,903,1.48,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Thorn Cross,381,381,381,317,0.83,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Usk / Prescoed,378,378,503,492,1.3,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Wakefield,750,730,730,720,0.99,0.97,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Wandsworth,963,943,1658,1586,1.68,0.98,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Warren Hill,257,212,212,149,0.7,0.82,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Wayland,957,935,1015,1006,1.08,0.98,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Wealstun,810,810,833,819,1.01,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Werrington,160,160,160,110,0.69,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Wetherby,396,336,336,288,0.86,0.85,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Whatton,775,769,841,841,1.09,0.99,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Whitemoor,473,458,458,447,0.98,0.97,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Winchester,469,469,690,676,1.44,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Woodhill,660,568,727,720,1.27,0.86,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Wormwood Scrubs,1156,1156,1279,1213,1.05,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Wymott,1102,1102,1143,1127,1.02,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Dover (IRC),401,401,401,387,0.97,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Morton Hall (IRC),392,392,392,353,0.9,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Verne (IRC),570,570,580,550,0.96,1.0,2015-05-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/434816/prison-population-may-2015.rtf
Altcourse,794,794,1033,1013,1.28,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Ashfield,408,408,400,397,0.97,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Askham Grange,150,126,128,98,0.78,0.84,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Aylesbury,410,410,444,377,0.92,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Bedford,322,322,506,474,1.47,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Belmarsh,781,781,906,877,1.12,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Birmingham,1093,1093,1450,1443,1.32,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Brinsford,545,423,455,340,0.8,0.78,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Bristol,425,407,614,588,1.44,0.96,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Brixton,528,528,810,805,1.52,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Bronzefield,527,527,527,493,0.94,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Buckley Hall,409,409,455,451,1.1,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Bullingdon,869,869,1114,1105,1.27,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Bure,604,604,643,642,1.06,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Cardiff,539,539,820,785,1.46,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Channings Wood,698,698,724,705,1.01,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Chelmsford,551,551,745,721,1.31,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Coldingley,493,493,521,520,1.05,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Cookham Wood,188,188,188,153,0.81,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Dartmoor,642,640,640,637,1.0,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Deerbolt,513,513,513,405,0.79,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Doncaster,738,738,945,942,1.28,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Dovegate,1064,1060,1133,1092,1.03,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Drake Hall,340,340,340,329,0.97,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Durham,595,595,996,896,1.51,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
East Sutton Park,100,100,100,96,0.96,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Eastwood Park,410,315,363,343,1.09,0.77,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Elmley (Sheppey),943,943,1193,1183,1.25,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Erlestoke,494,494,524,523,1.06,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Exeter,326,318,561,525,1.65,0.98,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Featherstone,671,671,703,692,1.03,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Feltham,768,560,560,507,0.91,0.73,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Ford,521,506,524,515,1.02,0.97,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Forest Bank,1064,1064,1460,1437,1.35,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Foston Hall,303,303,345,308,1.02,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Frankland,859,844,844,812,0.96,0.98,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Full Sutton,604,596,616,580,0.97,0.99,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Garth,810,810,845,825,1.02,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Gartree,708,708,708,700,0.99,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Glen Parva,637,519,648,509,0.98,0.81,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Grendon / Springhill,586,568,568,530,0.93,0.97,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Guys Marsh,518,518,579,573,1.11,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Hatfield,390,338,338,311,0.92,0.87,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Haverigg,622,622,654,628,1.01,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Hewell,1018,1018,1279,1266,1.24,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
High Down,999,999,1163,1156,1.16,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Highpoint (North and South),1299,1299,1325,1320,1.02,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Hindley,532,452,500,484,1.07,0.85,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Hollesley Bay,437,387,387,381,0.98,0.89,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Holloway,540,533,591,524,0.98,0.99,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Holme House,1036,1036,1230,1164,1.12,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Hull,723,723,1056,1003,1.39,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Humber,947,947,1062,1052,1.11,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Huntercombe,370,307,430,426,1.39,0.83,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Isis,478,478,628,606,1.27,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Isle of Wight,1075,946,1059,1036,1.1,0.88,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Kennet,175,175,342,320,1.83,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Kirkham,657,657,657,591,0.9,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Kirklevington Grange,283,283,283,281,0.99,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Lancaster Farms,495,495,549,545,1.1,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Leeds,669,669,1219,1126,1.68,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Leicester,214,214,411,329,1.54,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Lewes,617,617,692,646,1.05,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Leyhill,515,515,515,494,0.96,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Lincoln,408,403,729,615,1.53,0.99,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Lindholme,924,916,1002,988,1.08,0.99,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Littlehey,1154,1153,1219,1215,1.05,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Liverpool,1173,1101,1386,1147,1.04,0.94,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Long Lartin,625,625,625,614,0.98,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Low Newton,314,306,344,272,0.89,0.97,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Lowdham Grange,900,900,920,913,1.01,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Maidstone,565,565,600,593,1.05,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Manchester,965,965,1286,1040,1.08,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Moorland,943,943,1006,986,1.05,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Mount,1008,1000,1020,1019,1.02,0.99,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
New Hall,392,371,425,365,0.98,0.95,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
North Sea Camp,420,420,420,321,0.76,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Northumberland,1348,1348,1348,1342,1.0,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Norwich,626,626,775,750,1.2,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Nottingham,723,723,1060,1054,1.46,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Oakwood,1605,1605,1605,1592,0.99,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Onley,742,742,742,721,0.97,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Parc,1557,1557,1723,1681,1.08,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Pentonville,906,906,1316,1316,1.45,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Peterborough (Male & Female),1132,1119,1300,1243,1.11,0.99,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Portland,464,464,531,509,1.1,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Preston,455,455,841,711,1.56,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Ranby,893,772,978,967,1.25,0.86,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Risley,1050,1050,1115,1087,1.04,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Rochester,802,754,754,748,0.99,0.94,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Rye Hill,600,600,625,624,1.04,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Send,282,282,282,274,0.97,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Stafford,741,741,751,741,1.0,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Standford Hill (Sheppey),464,464,464,456,0.98,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Stocken,768,648,713,708,1.09,0.84,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Stoke Heath,662,662,782,770,1.16,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Styal,479,470,485,454,0.97,0.98,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Sudbury,581,581,581,445,0.77,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Swaleside (Sheppey),1112,1112,1112,1106,0.99,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Swansea,271,271,504,456,1.68,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
