prison_name,baseline_cna,in_use_cna,operational_capacity,population,perc_pop_to_used_cna,perc_acc_available,date,source
Woodhill,660,568,727,685,1.21,0.86,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Wormwood Scrubs,1156,1156,1279,1227,1.06,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Wymott,1102,1102,1171,1156,1.05,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Morton Hall (IRC),392,392,392,355,0.91,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Verne (IRC),570,570,580,464,0.81,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Altcourse,794,794,1033,1032,1.3,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Ashfield,408,408,400,398,0.98,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Askham Grange,150,126,128,95,0.75,0.84,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Aylesbury,410,410,444,419,1.02,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Bedford,322,322,506,476,1.48,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Belmarsh,781,781,938,844,1.08,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Birmingham,1093,1093,1450,1459,1.33,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Brinsford,545,423,455,332,0.78,0.78,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Bristol,425,407,614,580,1.43,0.96,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Brixton,528,528,810,808,1.53,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Bronzefield,527,527,527,471,0.89,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Buckley Hall,409,409,455,449,1.1,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Bullingdon,869,869,1114,1097,1.26,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Bure,604,604,643,641,1.06,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Cardiff,539,539,820,775,1.44,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Channings Wood,698,698,724,706,1.01,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Chelmsford,551,551,745,719,1.3,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Coldingley,493,493,521,510,1.03,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Cookham Wood,188,188,188,138,0.73,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Dartmoor,642,640,640,628,0.98,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Deerbolt,513,513,513,402,0.78,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Doncaster,738,738,980,935,1.27,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Dovegate,1064,1060,1133,1091,1.03,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Drake Hall,340,340,340,324,0.95,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Durham,595,595,996,902,1.52,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
East Sutton Park,100,100,100,97,0.97,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Eastwood Park,410,315,363,337,1.07,0.77,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Elmley (Sheppey),943,943,1229,1204,1.28,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Erlestoke,494,494,524,523,1.06,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Exeter,326,318,561,502,1.58,0.98,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Featherstone,671,671,703,696,1.04,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Feltham,768,552,552,494,0.89,0.72,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Ford,521,506,524,479,0.95,0.97,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Forest Bank,1064,1064,1460,1436,1.35,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Foston Hall,303,303,345,327,1.08,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Frankland,859,844,844,804,0.95,0.98,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Full Sutton,604,596,616,581,0.97,0.99,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Garth,810,810,845,833,1.03,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Gartree,708,708,708,706,1.0,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Glen Parva,637,519,648,486,0.94,0.81,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Grendon / Springhill,586,568,568,533,0.94,0.97,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Guys Marsh,518,518,579,567,1.09,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Hatfield,390,338,338,331,0.98,0.87,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Haverigg,622,622,654,639,1.03,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Hewell,1018,1018,1279,1251,1.23,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
High Down,999,999,1163,1136,1.14,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Highpoint (North and South),1299,1293,1319,1300,1.01,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Hindley,532,452,500,488,1.08,0.85,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Hollesley Bay,437,424,424,412,0.97,0.97,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Holloway,540,533,591,453,0.85,0.99,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Holme House,1036,1036,1230,1187,1.15,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Hull,723,723,1056,1027,1.42,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Humber,947,947,1062,1039,1.1,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Huntercombe,370,307,430,427,1.39,0.83,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Isis,478,478,628,607,1.27,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Isle of Wight,1068,976,1096,1085,1.11,0.91,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Kennet,175,175,342,338,1.93,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Kirkham,657,657,657,555,0.84,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Kirklevington Grange,283,283,283,281,0.99,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Lancaster Farms,495,495,549,541,1.09,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Leeds,669,669,1219,1112,1.66,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Leicester,214,214,411,338,1.58,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Lewes,617,617,692,631,1.02,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Leyhill,515,515,515,484,0.94,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Lincoln,408,403,729,630,1.56,0.99,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Lindholme,924,916,1002,1001,1.09,0.99,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Littlehey,1154,1153,1219,1214,1.05,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Liverpool,1173,1101,1386,1163,1.06,0.94,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Long Lartin,625,625,625,555,0.89,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Low Newton,314,306,344,275,0.9,0.97,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Lowdham Grange,900,900,920,920,1.02,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Maidstone,565,565,600,594,1.05,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Manchester,965,965,1286,1024,1.06,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Moorland,943,943,1006,993,1.05,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Mount,1008,1006,1024,1007,1.0,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
New Hall,392,371,425,373,1.01,0.95,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
North Sea Camp,420,420,420,331,0.79,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Northumberland,1348,1348,1348,1330,0.99,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Norwich,626,626,775,745,1.19,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Nottingham,723,723,1060,1054,1.46,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Oakwood,1605,1605,1605,1596,0.99,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Onley,742,742,742,733,0.99,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Parc,1557,1557,1723,1664,1.07,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Pentonville,906,906,1316,1215,1.34,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Peterborough (Male & Female),1132,1119,1300,1259,1.13,0.99,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Portland,464,464,531,484,1.04,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Preston,455,455,841,738,1.62,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Ranby,893,822,1028,1014,1.23,0.92,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Risley,1050,1050,1115,1092,1.04,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Rochester,802,754,754,741,0.98,0.94,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Rye Hill,600,600,625,624,1.04,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Send,282,282,282,272,0.96,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Stafford,741,741,751,746,1.01,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Standford Hill (Sheppey),464,464,464,460,0.99,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Stocken,768,648,713,700,1.08,0.84,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
Stoke Heath,662,662,782,765,1.16,1.0,2016-01-29,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/500131/prison-population-january-2016.rtf
